,county_name,fips,min_lat,max_lat,min_lng,max_lng,population
1550,Moniteau,29135,38.427728,38.922084000000005,-92.84198,-92.37958,16132
3059,Crawford,55023,42.988170000000004,43.424552,-91.215062,-90.665816,16131
1044,Henry,21103,38.335586,38.596838,-85.34608,-84.866952,16126
2208,Baker,41001,44.255084000000004,45.081082,-118.519958,-116.78371000000001,16124
427,Dade,13083,34.623858,34.984678,-85.605165,-85.363919,16116
890,Atchison,20005,39.418786,39.653054,-95.570351,-94.96897299999999,16073
809,Clay,19041,42.909676,43.255613000000004,-95.388757,-94.913444,16016
1719,Otoe,31131,40.52277,40.784292,-96.463872,-95.709974,16012
954,Neosho,20133,37.383720000000004,37.734202,-95.526136,-95.087632,16007
2717,Reeves,48389,30.76647,32.000125,-104.102351,-103.010403,15976
957,Osage,20139,38.433544,38.870056,-95.950282,-95.500439,15949
2424,Union,46127,42.479686,43.083870000000005,-96.806543,-96.445483,15932
1465,Smith,28129,31.780653000000004,32.223757,-89.731276,-89.316529,15916
2825,Appomattox,51011,37.201852,37.552541999999995,-79.018526,-78.594352,15911
3013,Lewis,54041,38.722756,39.168812,-80.728877,-80.300209,15907
1314,Aitkin,27001,46.153991,47.030418,-93.812191,-93.05371,15886
520,Telfair,13271,31.774628999999997,32.153273999999996,-83.207583,-82.645581,15860
2708,Pecos,48371,30.052808000000002,31.371306,-103.585084,-101.768377,15823
1560,Pemiscot,29155,35.999131,36.427659000000006,-89.961698,-89.53450699999999,15805
2167,Kingfisher,40073,35.725054,36.165039,-98.210544,-97.67398100000001,15765
2850,Floyd,51063,36.708718,37.123488,-80.633987,-80.104413,15749
1137,Jackson,22049,32.145625,32.496406,-92.8223,-92.311599,15744
269,Grand,8049,39.684121999999995,40.486252,-106.652957,-105.62608999999999,15734
3113,Washburn,55129,45.637603999999996,46.157892,-92.050647,-91.540174,15720
645,Lawrence,17101,38.568061,38.852507,-87.912362,-87.495199,15678
1126,Claiborne,22027,32.584045,33.018392999999996,-93.238607,-92.724678,15670
822,Floyd,19067,42.907059000000004,43.212976,-93.025149,-92.553989,15642
614,De Witt,17039,40.048853,40.283203,-89.148764,-88.574885,15638
2650,Karnes,48255,28.668027000000002,29.221747999999998,-98.190991,-97.574639,15601
3086,Marquette,55077,43.642302,43.982873,-89.599985,-89.167565,15574
1515,Dent,29065,37.415277,37.791405,-91.809105,-91.153345,15573
1175,West Feliciana,22125,30.653961,31.044794,-91.750119,-91.176139,15568
3049,Ashland,55003,45.980505,47.309822,-90.928341,-89.957102,15562
669,Pike,17149,39.395668,39.845075,-91.370102,-90.565737,15561
2857,Grayson,51077,36.559143,36.806422,-81.67739300000001,-80.83795400000001,15550
1412,Clarke,28023,31.826649,32.227666,-88.914277,-88.431379,15541
674,Richland,17159,38.569033000000005,38.850246999999996,-88.297399,-87.90811,15513
779,Vermillion,18165,39.60729,40.148422,-87.53327,-87.353863,15498
1825,Torrance,35057,34.259671999999995,35.042179,-106.471074,-105.29012,15461
400,Brooks,13027,30.634406,31.078958,-83.743729,-83.308891,15457
606,Clark,17023,39.157427,39.487392,-88.014205,-87.531355,15441
660,Mercer,17131,41.063645,41.333361,-91.114186,-90.433771,15437
3054,Burnett,55013,45.639742,46.157604,-92.887067,-92.031228,15414
467,Jefferson,13163,32.761452,33.313299,-82.66213499999999,-82.23255400000001,15362
1056,Lawrence,21127,37.879272,38.269018,-83.025222,-82.464241,15317
2795,San Juan,49037,36.997949,38.499989,-111.412784,-109.041058,15308
495,Oglethorpe,13221,33.689869,34.047638,-83.306619,-82.77950600000001,15259
382,Union,12125,29.919922999999997,30.143116999999997,-82.576143,-82.137858,15237
2884,Nottoway,51135,36.982667,37.29622,-78.239354,-77.795926,15232
1541,Livingston,29117,39.611307000000004,39.967628000000005,-93.761973,-93.260374,15227
574,Gooding,16047,42.649367,43.198436,-115.08693799999999,-114.59410700000001,15179
1377,Redwood,27127,44.195038000000004,44.69854,-95.594817,-94.865512,15170
1381,Roseau,27135,48.538533,48.999984000000005,-96.405579,-95.089787,15165
776,Tipton,18159,40.215834,40.406889,-86.243034,-85.860242,15148
1287,Missaukee,26113,44.161252000000005,44.512329,-85.338404,-84.85092900000001,15118
1543,Macon,29121,39.605344,40.038302,-92.85792,-92.287882,15117
466,Jeff Davis,13161,31.671281,31.971689,-82.836861,-82.430452,15115
853,Mills,19129,40.901045,41.160733,-95.883346,-95.38417,15109
861,Page,19145,40.575068,40.90155,-95.385483,-94.913124,15107
703,Brown,18013,39.048357,39.344189,-86.381395,-86.07903,15092
3044,Wetzel,54103,39.429120000000005,39.721916,-80.943782,-80.389643,15065
2431,Bledsoe,47007,35.354276,35.771770000000004,-85.436214,-84.916062,15064
2076,Harrison,39067,40.159495,40.433486,-81.33956500000001,-80.865504,15040
3051,Bayfield,55007,46.154604,47.210962,-91.553888,-90.732857,15036
2504,Sequatchie,47153,35.147169,35.567422,-85.607326,-85.225877,15026
2016,McKenzie,38053,47.328376,48.146495,-104.045371,-102.55132900000001,15024
1950,Mitchell,37121,35.823887,36.159112,-82.416708,-81.97900899999999,14964
2952,Williamsburg,51830,37.247037,37.310284,-76.742487,-76.664357,14954
2880,Nelson,51125,37.535641999999996,38.047565000000006,-79.171926,-78.64078,14930
14,Cleburne,1029,33.469226,33.964203999999995,-85.887782,-85.304439,14910
1142,La Salle,22059,31.323064000000002,31.927872999999998,-92.384613,-92.005434,14892
1236,Arenac,26011,43.833948,44.168403999999995,-84.166744,-83.18528,14883
1385,Sibley,27143,44.455870000000004,44.717946000000005,-94.629489,-93.763662,14865
2822,Alleghany,51005,37.596428,37.960658,-80.296143,-79.61216800000001,14860
843,Kossuth,19109,42.907762,43.500468,-94.44328900000001,-93.970201,14813
1052,Knott,21119,37.172395,37.526348999999996,-83.134711,-82.710629,14806
3123,Carbon,56007,40.999123,42.434756,-107.929984,-106.06840600000001,14800
828,Hamilton,19079,42.209143,42.558139000000004,-93.97161700000001,-93.46263499999999,14773
2642,Jackson,48239,28.674409000000004,29.263876,-96.938587,-96.309178,14760
2699,Nolan,48353,32.08133,32.525354,-100.665353,-100.14654300000001,14714
1519,Gasconade,29073,38.152471000000006,38.709842,-91.644974,-91.365436,14706
2435,Cannon,47015,35.642953999999996,35.974451,-86.20876899999999,-85.885129,14678
2142,Choctaw,40023,33.864542,34.157034,-95.991578,-95.15588199999999,14672
1103,Trigg,21221,36.63316,37.002103000000005,-88.157347,-87.659724,14651
32,Hale,1065,32.48068,33.006824,-87.870502,-87.420132,14651
2750,Trinity,48455,30.824565999999997,31.38693,-95.434781,-94.842947,14651
2841,Clarke,51043,38.979479,39.264612,-78.151981,-77.82815699999999,14619
2926,Falls Church,51610,38.872213,38.896271999999996,-77.19434,-77.149789,14617
1088,Pendleton,21191,38.529422,38.874866,-84.532288,-84.195305,14590
1027,Fleming,21069,38.170963,38.525381,-83.984422,-83.45273,14581
2324,Calhoun,45017,33.466006,33.88008,-81.060499,-80.496273,14553
121,Clay,5021,36.200528000000006,36.498676,-90.806616,-90.062733,14551
1378,Renville,27129,44.45599,44.892373,-95.483622,-94.49773,14548
893,Bourbon,20011,37.673105,38.037706,-95.088111,-94.614011,14534
2272,Fulton,42057,39.722003,40.165131,-78.380599,-77.864489,14530
2100,Morgan,39115,39.449172,39.770959999999995,-82.080224,-81.58613199999999,14508
280,Las Animas,8071,36.992727,37.817488,-105.15506299999998,-103.074663,14506
664,Moultrie,17139,39.447041,39.792273,-88.812709,-88.470505,14501
211,Mono,6051,37.462588000000004,38.713212,-119.651509,-117.832726,14444
800,Butler,19023,42.555782,42.907548999999996,-93.027,-92.554141,14439
342,Hamilton,12047,30.317369,30.634406,-83.309573,-82.645478,14428
2103,Noble,39121,39.583318,39.953633,-81.697461,-81.23405,14424
1054,Larue,21123,37.421996,37.732352,-85.89471999999999,-85.465952,14398
1105,Union,21225,37.469879,37.901685,-88.160389,-87.734545,14381
481,McIntosh,13191,31.290953000000002,31.699575,-81.668357,-81.095383,14378
1407,Calhoun,28013,33.72161,34.162089,-89.510149,-89.137603,14361
1502,Cedar,29039,37.572689000000004,37.900987,-94.0754,-93.609489,14349
2845,Dickenson,51051,36.955837,37.306318,-82.553844,-82.135928,14318
602,Carroll,17015,41.928917,42.199112,-90.31720200000001,-89.684694,14305
1474,Walthall,28147,31.00055,31.350869,-90.26099,-89.83581,14286
2679,Madison,48313,30.822996999999997,31.094210999999998,-96.24108299999999,-95.61189,14284
1976,Swain,37173,35.279182,35.695957,-83.953363,-83.156267,14271
351,Jefferson,12065,30.012225,30.672127000000003,-84.076234,-83.60412099999999,14246
2444,Crockett,47033,35.670931,36.000213,-89.36162,-88.892938,14230
1729,Saline,31151,40.349585,40.698626000000004,-97.36880500000001,-96.91220600000001,14224
465,Jasper,13159,33.131816,33.52622,-83.863362,-83.533736,14219
2775,Zapata,48505,26.571682,27.319174,-99.45379399999999,-98.954176,14179
3102,Rusk,55107,45.291463,45.639266,-91.54132299999999,-90.67798,14178
2029,Rolette,38079,48.544789,48.999308,-100.183049,-99.492915,14176
2148,Craig,40035,36.509762,36.99965,-95.432372,-94.993185,14142
1370,Pennington,27113,47.933966,48.175065000000004,-96.50117,-95.582155,14119
1025,Estill,21065,37.542856,37.853066,-84.126948,-83.72165799999999,14106
326,Calhoun,12013,30.199889000000002,30.608078999999996,-85.38975500000001,-84.932519,14105
2180,Murray,40099,34.332306,34.637126,-97.352254,-96.827149,14073
2374,Clay,46027,42.704153999999996,43.083735,-97.160752,-96.805423,14070
2320,Bamberg,45009,33.02663,33.44,-81.227805,-80.797912,14066
831,Harrison,19085,41.505134999999996,41.866308000000004,-96.139012,-95.497793,14049
247,Archuleta,8007,36.992424,37.423623,-107.482409,-106.476229,14029
1250,Crawford,26039,44.507222999999996,44.858388,-84.85100899999999,-84.370611,14029
752,Newton,18111,40.736509999999996,41.218595,-87.526696,-87.267241,13984
1257,Gogebic,26053,46.097381,47.041964,-90.418392,-88.99047900000001,13975
510,Screven,13251,32.489286,33.045654,-81.86868299999999,-81.389205,13966
2996,Braxton,54007,38.507045,38.904990000000005,-81.031677,-80.442091,13957
1910,Chowan,37041,35.974502,36.351892,-76.737341,-76.39686,13943
2552,Callahan,48059,32.079122999999996,32.51527,-99.631561,-99.114049,13943
1176,Winn,22127,31.708683,32.147975,-92.976035,-92.31178299999999,13904
79,Ketchikan Gateway,2130,54.687043,56.407375,-132.268057,-129.979511,13901
689,Washington,17189,38.212895,38.518607,-89.704417,-89.143888,13887
571,Franklin,16041,41.997597999999996,42.430589000000005,-112.12628600000001,-111.50726399999999,13876
3124,Converse,56009,42.288859,43.49964,-106.07823799999998,-104.89224899999999,13822
340,Glades,12043,26.768203000000003,27.210883000000003,-81.565931,-80.870236,13811
1468,Tallahatchie,28135,33.694062,34.164421000000004,-90.451643,-89.925282,13809
37,Lamar,1075,33.523987,34.058333000000005,-88.274619,-87.94630500000001,13805
3008,Hardy,54031,38.761413,39.237624,-79.13429599999999,-78.50813199999999,13776
658,Massac,17127,37.06535,37.33709,-88.929129,-88.4901,13772
20,Crenshaw,1041,31.440071999999997,32.05171,-86.503948,-86.14395,13772
2133,Atoka,40005,34.156556,34.680839,-96.407754,-95.6717,13758
859,O'Brien,19141,42.909096999999996,43.258479,-95.862431,-95.387745,13753
1615,Glacier,30035,48.309371999999996,48.998968,-114.06815300000001,-112.18437,13753
2979,Pend Oreille,53051,48.045559999999995,49.000483,-117.629512,-117.03210700000001,13724
2508,Stewart,47161,36.328724,36.678255,-88.070541,-87.59235799999999,13715
3036,Roane,54087,38.52183,38.941645,-81.546631,-81.082635,13688
791,Allamakee,19005,43.080247,43.501015,-91.611023,-91.05790999999999,13687
1393,Wadena,27159,46.368356,46.805564000000004,-95.16409300000001,-94.727958,13682
1746,York,31185,40.698493,41.046952000000005,-97.82629,-97.368072,13679
2098,Monroe,39111,39.539885999999996,39.869471000000004,-81.319125,-80.821279,13654
1335,Faribault,27043,43.499648,43.848248999999996,-94.24804,-93.648002,13653
341,Gulf,12045,29.603547999999996,30.201385,-85.47499599999999,-85.009547,13639
2569,Comanche,48093,31.683989,32.261435999999996,-98.924401,-98.15656800000001,13635
143,Izard,5065,35.867411,36.261247999999995,-92.215203,-91.674143,13629
1558,Osage,29151,38.288140000000006,38.707770000000004,-92.195675,-91.640287,13615
2698,Newton,48351,30.242672,31.186627,-93.911126,-93.508039,13595
1421,Greene,28041,30.997376000000003,31.435976,-88.841986,-88.425432,13586
691,White,17193,37.888051000000004,38.259812,-88.37469399999999,-87.910623,13537
1961,Perquimans,37143,36.019036,36.378042,-76.589897,-76.157953,13463
2458,Grundy,47061,35.215295000000005,35.531651000000004,-85.91363299999999,-85.48562199999999,13427
410,Charlton,13049,30.355757,31.075809000000003,-82.42044200000001,-81.891878,13392
432,Dooly,13093,32.027938,32.292175,-84.033411,-83.606113,13390
657,Mason,17125,40.050886,40.435995,-90.355338,-89.60119499999999,13359
3098,Price,55099,45.376868,45.982147,-90.67981,-90.042273,13351
1047,Jackson,21109,37.250551,37.581421,-84.20530600000001,-83.781929,13329
1599,Big Horn,30003,44.993788,46.043627,-108.69981999999999,-106.263573,13319
1080,Morgan,21175,37.712657,38.115453,-83.506612,-82.96089599999999,13309
1573,Ripley,29181,36.497712,36.824309,-91.1268,-90.574759,13288
285,Moffat,8081,40.219991,41.003073,-109.050946,-107.31336499999999,13283
2162,Hughes,40063,34.766738000000004,35.290309,-96.490786,-95.981144,13279
3024,Monroe,54063,37.372363,37.731696,-80.858466,-80.220984,13275
1060,Lewis,21135,38.318258,38.725524,-83.644913,-83.02394100000001,13275
2875,Madison,51113,38.229996,38.627282,-78.45291800000001,-78.082657,13261
1119,Bienville,22013,32.146907,32.585277000000005,-93.42874499999999,-92.773173,13241
13,Clay,1027,33.09026,33.498903999999996,-86.17437,-85.641129,13235
3127,Goshen,56015,41.564147,42.612007,-104.65563900000001,-104.052477,13211
141,Howard,5061,33.747709,34.355629,-94.256128,-93.820722,13202
2790,Millard,49027,38.570707,39.557446999999996,-114.050154,-112.014128,13188
1516,Douglas,29067,36.794011,37.070651,-92.909347,-92.08870300000001,13185
607,Clay,17025,38.599301000000004,38.915303,-88.69845699999999,-88.24873199999999,13184
1549,Mississippi,29133,36.564946,37.072014,-89.519932,-89.098968,13180
930,Jackson,20085,39.216081,39.65318,-96.036181,-95.564111,13171
2823,Amelia,51007,37.192197,37.498052,-78.240748,-77.648911,13145
572,Fremont,16043,43.883206,44.755136,-112.15637,-111.047044,13099
2554,Camp,48063,32.902444,33.077419,-95.152619,-94.719926,13094
2124,Vinton,39163,39.027674,39.395767,-82.76289200000001,-82.260243,13085
3053,Buffalo,55011,44.025315,44.596834,-92.084047,-91.528745,13031
150,Lincoln,5079,33.783384000000005,34.174093,-91.976439,-91.421715,13024
80,Kodiak Island,2150,55.699912,59.017887,-156.903153,-151.690505,12998
625,Greene,17061,39.117592,39.521803000000006,-90.62229,-90.14806899999999,12969
621,Ford,17053,40.398478000000004,40.997839,-88.45995699999999,-87.93168,12961
482,Macon,13193,32.170774,32.530602,-84.255912,-83.836673,12947
1109,Webster,21233,37.350645,37.647546999999996,-87.943955,-87.37514499999999,12942
2662,Lamb,48279,33.824596,34.313297,-102.615596,-102.08573299999999,12893
590,Shoshone,16079,46.932814,48.069596999999995,-116.33028700000001,-114.95871499999998,12882
1008,Butler,21031,36.999765999999994,37.395123,-86.944939,-86.399165,12879
398,Bleckley,13023,32.272489,32.584201,-83.49808900000001,-83.138991,12873
1593,Wayne,29223,36.921434999999995,37.317594,-90.779553,-90.110354,12873
803,Cass,19029,41.157903000000005,41.505239,-95.155851,-94.700073,12836
2400,Lake,46079,43.847972999999996,44.196081,-97.370351,-96.888588,12797
2766,Wilbarger,48487,33.833799,34.458802,-99.47565,-98.95229599999999,12769
1009,Caldwell,21033,36.950714000000005,37.379445000000004,-88.095781,-87.680049,12747
2580,Dawson,48115,32.523271,32.961954,-102.20852,-101.688738,12728
1958,Pamlico,37137,34.950434,35.361857,-76.987674,-76.277455,12726
1005,Breathitt,21025,37.330040000000004,37.699988,-83.58022700000001,-82.948544,12630
2161,Haskell,40061,35.057497,35.458895,-95.455375,-94.813629,12627
1301,Presque Isle,26141,45.198418,45.777668,-84.25202,-82.490596,12592
11,Choctaw,1023,31.697929,32.310574,-88.47322700000001,-87.92825,12589
1439,Lawrence,28077,31.328668,31.761654999999998,-90.245191,-89.958906,12586
3037,Summers,54089,37.428307000000004,37.868915,-81.09463000000001,-80.660446,12573
887,Wright,19197,42.557314,42.908758,-93.97177099999999,-93.498594,12562
2937,Martinsville,51690,36.643805,36.715337,-79.904077,-79.826259,12554
1514,DeKalb,29063,39.745841,40.039308,-94.605377,-94.203457,12547
2712,Rains,48379,32.711402,32.980227,-95.987358,-95.634949,12514
179,Stone,5137,35.704932,36.132798,-92.418408,-91.83608100000001,12506
998,Bath,21011,37.992542,38.302707,-83.98028000000001,-83.462764,12500
135,Fulton,5049,36.249945000000004,36.49957,-92.159215,-91.450002,12477
59,Sumter,1119,32.307437,32.99586,-88.421453,-87.840858,12427
792,Appanoose,19007,40.584014,40.898886,-93.097944,-92.637817,12426
2488,Meigs,47121,35.287788,35.752896,-85.031314,-84.61896999999999,12422
638,Johnson,17087,37.294163,37.600682,-89.044804,-88.708546,12417
425,Crawford,13079,32.529927,32.857137,-84.202628,-83.70109000000001,12404
759,Pike,18125,38.230940000000004,38.552238,-87.463008,-87.072165,12389
2694,Morris,48343,32.879160999999996,33.365972,-94.819828,-94.652194,12388
888,Allen,20001,37.732356,38.038594,-95.525501,-95.077876,12369
1091,Powell,21197,37.716237,37.933898,-84.02736999999999,-83.63105999999999,12359
762,Pulaski,18131,40.909712,41.172318,-86.93101800000001,-86.467046,12353
2745,Terry,48445,32.958566,33.389586,-102.595106,-102.07538199999999,12337
1403,Amite,28005,30.998909,31.349676000000002,-91.095398,-90.54757,12297
1102,Todd,21219,36.641659000000004,37.075796999999994,-87.33598,-87.05015999999999,12294
238,Trinity,6105,39.977015,41.368139,-123.62389099999999,-122.445453,12285
2942,Poquoson,51735,37.096844,37.197838,-76.41367,-76.134941,12271
2478,Lewis,47101,35.398188,35.659743,-87.717559,-87.269432,12268
151,Little River,5081,33.533673,33.945281,-94.485878,-93.824439,12259
561,Boundary,16021,48.50009,49.001146000000006,-117.03244199999999,-116.048898,12245
876,Union,19175,40.897031,41.157579999999996,-94.471252,-94.014189,12241
826,Grundy,19075,42.209267,42.55681,-93.02711500000001,-92.53350999999999,12232
1349,Koochiching,27071,47.845816,48.711901,-94.430279,-93.080725,12229
1619,Jefferson,30043,45.747368,46.569311,-112.597816,-111.65996000000001,12221
2671,Live Oak,48297,28.056681,28.786949,-98.335031,-97.808774,12207
